Route_long_name,Transport_type,Stop_name,Stop_search,Stop_lat,Stop_lon,Arrival_time,avg_sentiment,avg_rating,main_sentiment
KL Monorail Line,MONORAIL,TUN SAMBANTHAN,MONORAIL TUN SAMBANTHAN,3.13132,101.69085,06:02:48,0.02078194444444444,3.6805555555555554,Neutral
KL Monorail Line,MONORAIL,MAHARAJALELA,MONORAIL MAHARAJALELA,3.138743,101.699268,06:06:36,0.04460434782608696,3.782608695652174,Neutral
KL Monorail Line,MONORAIL,HANG TUAH,MONORAIL HANG TUAH,3.140511,101.706029,06:09:24,0.05461666666666666,3.5,Positive
KL Monorail Line,MONORAIL,IMBI,MONORAIL IMBI,3.14283,101.70945,06:11:12,0.055195238095238096,3.6904761904761907,Neutral
KL Monorail Line,MONORAIL,BUKIT BINTANG ,MONORAIL BUKIT BINTANG ,3.146022,101.7115,06:13:30,0.14377323943661974,4.070422535211268,Neutral
KL Monorail Line,MONORAIL,RAJA CHULAN,MONORAIL RAJA CHULAN,3.150878,101.710432,06:15:48,0.007347474747474748,3.3434343434343434,Neutral
KL Monorail Line,MONORAIL,BUKIT NANAS,MONORAIL BUKIT NANAS,3.156214,101.704809,06:18:06,0.08497199999999999,3.79,Neutral
KL Monorail Line,MONORAIL,MEDAN TUANKU,MONORAIL MEDAN TUANKU,3.15935,101.69888,06:20:24,0.05956222222222222,3.522222222222222,Neutral
KL Monorail Line,MONORAIL,CHOW KIT,MONORAIL CHOW KIT,3.167358,101.698379,06:23:12,0.09268000000000001,3.8444444444444446,Neutral
KL Monorail Line,MONORAIL,TITIWANGSA,MONORAIL TITIWANGSA,3.173192,101.696022,06:26:00,0.095846,4.09,Neutral
KTM Butterworth - Ipoh,KTM,IPOH,KTM IPOH,4.597526,101.07333,4:40:00,0.173935,3.84,Neutral
KTM Butterworth - Ipoh,KTM,TASEK,KTM TASEK,4.65289,101.12028,4:49:00,-0.06166428571428571,3.7857142857142856,Neutral
KTM Butterworth - Ipoh,KTM,CHEMOR,KTM CHEMOR,4.81887,101.0713,4:54:00,,,
KTM Butterworth - Ipoh,KTM,SUNGAI SIPUT,KTM SUNGAI SIPUT,4.818757,101.071261,5:00:00,0.21364799999999998,4.08,Neutral
KTM Butterworth - Ipoh,KTM,Kuala Kangsar,KTM KUALA KANGSAR,4.776524,100.932601,5:13:00,0.14729268292682926,3.902439024390244,Neutral
KTM Butterworth - Ipoh,KTM,PADANG RENGAS,KTM PADANG RENGAS,4.777932,100.857424,5:19:00,0.029930000000000002,4.5,Neutral
KTM Butterworth - Ipoh,KTM,Taiping,KTM TAIPING,4.852059,100.731489,5:31:00,0.12342065217391304,4.076086956521739,Neutral
KTM Butterworth - Ipoh,KTM,KAMUNTING,KTM KAMUNTING,4.89589,100.7191,5:35:00,0.010839999999999995,3.68,Neutral
KTM Butterworth - Ipoh,KTM,BAGAN SERAI,KTM BAGAN SERAI,5.028068,100.527197,5:56:00,0.0876,4.057142857142857,Neutral
KTM Butterworth - Ipoh,KTM,PARIT BUNTAR,KTM PARIT BUNTAR,5.130571,100.486575,6:04:00,0.11020779220779221,3.6233766233766236,Neutral
KTM Butterworth - Ipoh,KTM,Nibong Tebal,KTM NIBONG TEBAL,5.16942,100.47965,6:08:00,0.125436,4.16,Neutral
KTM Butterworth - Ipoh,KTM,SIMPANG AMPAT,KTM SIMPANG AMPAT,5.28599,100.48097,6:16:00,0.01764545454545455,3.9318181818181817,Neutral
KTM Butterworth - Ipoh,KTM,BUKIT MERTAJAM,KTM BUKIT MERTAJAM,5.365998,100.447993,6:24:00,0.051419,3.7,Neutral
