Stop_search,Stop_name,Route_long_name,Transport_type,avg_sentiment,avg_rating,main_sentiment
SK KOTA KUALA MUDA Bus Stop,SK KOTA KUALA MUDA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
SMK KOTA KUALA MUDA Bus Stop,SMK KOTA KUALA MUDA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
SINTOK BUGIS Bus Stop,SINTOK BUGIS,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
MAKTAB MAHMUD KUALA MUDA Bus Stop,MAKTAB MAHMUD KUALA MUDA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
SMAIDA Bus Stop,SMAIDA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
KLINIK DESA BUKIT MERIAM Bus Stop,KLINIK DESA BUKIT MERIAM,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
SK BUKIT MERIAM Bus Stop,SK BUKIT MERIAM,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
KG BUKIT MERIAM Bus Stop,KG BUKIT MERIAM,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
KILANG BERAS KUALA MUDA Bus Stop,KILANG BERAS KUALA MUDA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
SK BUKIT KECHIL Bus Stop,SK BUKIT KECHIL,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
KG TELUK NIPAH Bus Stop,KG TELUK NIPAH,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
KG PANTAI MERDEKA Bus Stop,KG PANTAI MERDEKA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
PANTAI MERDEKA Bus Stop,PANTAI MERDEKA,SUNGAI PETANI - PANTAI MERDEKA,myBas,,,
STESEN BAS SG PETANI Bus Stop,STESEN BAS SG PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PEJABAT DAERAH SG PETANI Bus Stop,PEJABAT DAERAH SG PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
KTM SUNGAI PETANI Bus Stop,KTM SUNGAI PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
UTC SUNGAI PETANI Bus Stop,UTC SUNGAI PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
JALAN SEKERAT Bus Stop,JALAN SEKERAT,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PENJARA SG PETANI Bus Stop,PENJARA SG PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SM SAINS SULTAN MUHAMMAD JIWA Bus Stop,SM SAINS SULTAN MUHAMMAD JIWA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
LOTUS SG PETANI Bus Stop,LOTUS SG PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TAMAN RIA Bus Stop,TAMAN RIA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
C MART SG PETANI Bus Stop,C MART SG PETANI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SUNGAI TUKANG Bus Stop,SUNGAI TUKANG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
BUKIT MAKMUR Bus Stop,BUKIT MAKMUR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID AL-MAKMUR SG LALANG Bus Stop,MASJID AL-MAKMUR SG LALANG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PEKAN SG LALANG 2 Bus Stop,PEKAN SG LALANG 2,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PEKAN SG LALANG Bus Stop,PEKAN SG LALANG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PETRON SG LALANG Bus Stop,PETRON SG LALANG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TAMAN DESA BUDIMAN Bus Stop,TAMAN DESA BUDIMAN,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PERMAIPURA Bus Stop,PERMAIPURA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SK SERI AMAN Bus Stop,SK SERI AMAN,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PEKAN BEDONG Bus Stop,PEKAN BEDONG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
KK BEDONG / SKJ(T) BEDONG Bus Stop,KK BEDONG / SKJ(T) BEDONG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TAMAN SEMELING INDAH Bus Stop,TAMAN SEMELING INDAH,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
AIMST UNIVERSITY Bus Stop,AIMST UNIVERSITY,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TAMAN TASEK INDAH Bus Stop,TAMAN TASEK INDAH,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TAMAN SEMELING MAJU Bus Stop,TAMAN SEMELING MAJU,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SK SEMELING Bus Stop,SK SEMELING,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
UITM PINTU UTAMA Bus Stop,UITM PINTU UTAMA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PPU TNB UITM 1 Bus Stop,PPU TNB UITM 1,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SM PENDIDIKAN KHAS VOKASIONAL Bus Stop,SM PENDIDIKAN KHAS VOKASIONAL,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PERMATA LEMBAH BUJANG Bus Stop,PERMATA LEMBAH BUJANG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MRSM MERBOK Bus Stop,MRSM MERBOK,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
LEMBAH BUJANG UTAMA Bus Stop,LEMBAH BUJANG UTAMA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID AT MUTAAQIN Bus Stop,MASJID AT MUTAAQIN,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SK SULTAN MUZAFFAR Bus Stop,SK SULTAN MUZAFFAR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PONDOK AR RAHMAH Bus Stop,PONDOK AR RAHMAH,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SIMPANG SEGANTANG GARAM Bus Stop,SIMPANG SEGANTANG GARAM,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID AT TAHIR Bus Stop,MASJID AT TAHIR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
KLINIK DESA BAN MERBOK Bus Stop,KLINIK DESA BAN MERBOK,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID PENGKALAN KAKAP Bus Stop,MASJID PENGKALAN KAKAP,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID JAMEK AL ABIDI Bus Stop,MASJID JAMEK AL ABIDI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SIMPANG TIGA PASIR Bus Stop,SIMPANG TIGA PASIR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SMK SERI BADONG Bus Stop,SMK SERI BADONG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
DESA HARMONI / KLINIK DESA SINGKIR Bus Stop,DESA HARMONI / KLINIK DESA SINGKIR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
MASJID UL ULA Bus Stop,MASJID UL ULA,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SK SINGKIR Bus Stop,SK SINGKIR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
BALAI POLIS SINGKIR Bus Stop,BALAI POLIS SINGKIR,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SIMPANG TIGA SG PIAL Bus Stop,SIMPANG TIGA SG PIAL,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
PANTAI RHU Bus Stop,PANTAI RHU,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
SJK(C) CHOONG CHENG Bus Stop,SJK(C) CHOONG CHENG,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
TANJUNG DAWAI Bus Stop,TANJUNG DAWAI,SUNGAI PETANI - TANJUNG DAWAI,myBas,,,
STESEN BAS SG PETANI Bus Stop,STESEN BAS SG PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
PEJABAT DAERAH SG PETANI Bus Stop,PEJABAT DAERAH SG PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
KTM SUNGAI PETANI Bus Stop,KTM SUNGAI PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
UTC SUNGAI PETANI Bus Stop,UTC SUNGAI PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
JALAN SEKERAT Bus Stop,JALAN SEKERAT,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
PENJARA SG PETANI Bus Stop,PENJARA SG PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
SM SAINS SULTAN MUHAMMAD JIWA Bus Stop,SM SAINS SULTAN MUHAMMAD JIWA,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
LOTUS SG PETANI Bus Stop,LOTUS SG PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
TAMAN RIA Bus Stop,TAMAN RIA,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
C MART SG PETANI Bus Stop,C MART SG PETANI,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
SUNGAI TUKANG Bus Stop,SUNGAI TUKANG,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
BUKIT MAKMUR Bus Stop,BUKIT MAKMUR,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
MASJID AL-MAKMUR SG LALANG Bus Stop,MASJID AL-MAKMUR SG LALANG,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
PEKAN SG LALANG 2 Bus Stop,PEKAN SG LALANG 2,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
SMK AMAN JAYA Bus Stop,SMK AMAN JAYA,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
TAMAN GEMILANG Bus Stop,TAMAN GEMILANG,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
TAMAN SUNGAI LALANG Bus Stop,TAMAN SUNGAI LALANG,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
JALAN TAMAN BANDAR BARU Bus Stop,JALAN TAMAN BANDAR BARU,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
JALAN TAMAN BANDAR BARU 2 Bus Stop,JALAN TAMAN BANDAR BARU 2,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
JALAN TAMAN BANDAR BARU / LORONG JATI 55C Bus Stop,JALAN TAMAN BANDAR BARU / LORONG JATI 55C,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
JALAN TAMAN BANDAR BARU / LORONG JATI 61C Bus Stop,JALAN TAMAN BANDAR BARU / LORONG JATI 61C,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
KLINIK KESIHATAN SG LALANG Bus Stop,KLINIK KESIHATAN SG LALANG,SUNGAI PETANI - TAMAN BANDAR BARU,myBas,,,
STESEN BAS SG PETANI Bus Stop,STESEN BAS SG PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
PEJABAT DAERAH SG PETANI Bus Stop,PEJABAT DAERAH SG PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
KTM SUNGAI PETANI Bus Stop,KTM SUNGAI PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
UTC SUNGAI PETANI Bus Stop,UTC SUNGAI PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
JALAN SEKERAT Bus Stop,JALAN SEKERAT,SUNGAI PETANI - TAMAN KELISA,myBas,,,
PENJARA SG PETANI Bus Stop,PENJARA SG PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
SM SAINS SULTAN MUHAMMAD JIWA Bus Stop,SM SAINS SULTAN MUHAMMAD JIWA,SUNGAI PETANI - TAMAN KELISA,myBas,,,
LOTUS SG PETANI Bus Stop,LOTUS SG PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
TAMAN RIA Bus Stop,TAMAN RIA,SUNGAI PETANI - TAMAN KELISA,myBas,,,
HOSPITAL SULTAN ABDUL HALIM Bus Stop,HOSPITAL SULTAN ABDUL HALIM,SUNGAI PETANI - TAMAN KELISA,myBas,,,
LHDN SUNGAI PETANI Bus Stop,LHDN SUNGAI PETANI,SUNGAI PETANI - TAMAN KELISA,myBas,,,
TAMAN ANGGERIK Bus Stop,TAMAN ANGGERIK,SUNGAI PETANI - TAMAN KELISA,myBas,,,
TAMAN AMANJAYA Bus Stop,TAMAN AMANJAYA,SUNGAI PETANI - TAMAN KELISA,myBas,,,
PONDOK POLIS TAMAN KELISA RIA Bus Stop,PONDOK POLIS TAMAN KELISA RIA,SUNGAI PETANI - TAMAN KELISA,myBas,,,
TAMAN KELISA RIA A Bus Stop,TAMAN KELISA RIA A,SUNGAI PETANI - TAMAN KELISA,myBas,,,
STESEN BAS SG PETANI Bus Stop,STESEN BAS SG PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
PEJABAT DAERAH SG PETANI Bus Stop,PEJABAT DAERAH SG PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
KTM SUNGAI PETANI Bus Stop,KTM SUNGAI PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
UTC SUNGAI PETANI Bus Stop,UTC SUNGAI PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
JALAN SEKERAT Bus Stop,JALAN SEKERAT,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
PENJARA SG PETANI Bus Stop,PENJARA SG PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
IKM SUNGAI PETANI Bus Stop,IKM SUNGAI PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TAMAN RIA INDAH Bus Stop,TAMAN RIA INDAH,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TAMAN RIA JAYA 1 Bus Stop,TAMAN RIA JAYA 1,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TAMAN RIA JAYA 2 Bus Stop,TAMAN RIA JAYA 2,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
PASAR FLAT PAYA NAHU Bus Stop,PASAR FLAT PAYA NAHU,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
FLAT PAYA NAHU Bus Stop,FLAT PAYA NAHU,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TAMAN RIA JAYA 3 Bus Stop,TAMAN RIA JAYA 3,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
MASJID SULTAN ABDUL HALIM SUNGAI PETANI Bus Stop,MASJID SULTAN ABDUL HALIM SUNGAI PETANI,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TAMAN RIA JAYA 4 Bus Stop,TAMAN RIA JAYA 4,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
SMK TAMAN RIA JAYA 1 Bus Stop,SMK TAMAN RIA JAYA 1,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
SMK TAMAN RIA JAYA 2 Bus Stop,SMK TAMAN RIA JAYA 2,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
KAWASAN PERINDUSTRIAN TAMAN RIA JAYA 1 Bus Stop,KAWASAN PERINDUSTRIAN TAMAN RIA JAYA 1,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
KAWASAN PERINDUSTRIAN TAMAN RIA JAYA 2 Bus Stop,KAWASAN PERINDUSTRIAN TAMAN RIA JAYA 2,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
MYDIN TAMAN BATIK Bus Stop,MYDIN TAMAN BATIK,SUNGAI PETANI - TAMAN RIA JAYA TAMAN BATIK,myBas,,,
TERMINAL SHAHAB PERDANA Bus Stop,TERMINAL SHAHAB PERDANA,K100 ALOR SETAR FEEDER(O),myBas,,,
MASJID AL RAHMAH Bus Stop,MASJID AL RAHMAH,K100 ALOR SETAR FEEDER(O),myBas,,,
MEDAN SELERA TAMAN WIRA MERGONG Bus Stop,MEDAN SELERA TAMAN WIRA MERGONG,K100 ALOR SETAR FEEDER(O),myBas,,,
SJK(C) PUMPONG Bus Stop,SJK(C) PUMPONG,K100 ALOR SETAR FEEDER(O),myBas,,,
KOLEJ POLY TECH MARA Bus Stop,KOLEJ POLY TECH MARA,K100 ALOR SETAR FEEDER(O),myBas,,,
KOMPLEKS BADMINTON Bus Stop,KOMPLEKS BADMINTON,K100 ALOR SETAR FEEDER(O),myBas,,,
PEJABAT DAERAH Bus Stop,PEJABAT DAERAH,K100 ALOR SETAR FEEDER(O),myBas,,,
JPJ Bus Stop,JPJ,K100 ALOR SETAR FEEDER(O),myBas,,,
PANTAI JOHOR Bus Stop,PANTAI JOHOR,K100 ALOR SETAR FEEDER(O),myBas,,,
ALOR MERAH Bus Stop,ALOR MERAH,K100 ALOR SETAR FEEDER(O),myBas,,,
PETRONAS ALOR MERAH Bus Stop,PETRONAS ALOR MERAH,K100 ALOR SETAR FEEDER(O),myBas,,,
APARTMENT KCS Bus Stop,APARTMENT KCS,K100 ALOR SETAR FEEDER(O),myBas,,,
KELAB ROYAL KEDAH Bus Stop,KELAB ROYAL KEDAH,K100 ALOR SETAR FEEDER(O),myBas,,,
KEDAH MEDICAL CENTRE Bus Stop,KEDAH MEDICAL CENTRE,K100 ALOR SETAR FEEDER(O),myBas,,,
WISMA DARUL AMAN Bus Stop,WISMA DARUL AMAN,K100 ALOR SETAR FEEDER(O),myBas,,,
PENJARA Bus Stop,PENJARA,K100 ALOR SETAR FEEDER(O),myBas,,,
SMK SULTANAH BAHIYAH Bus Stop,SMK SULTANAH BAHIYAH,K100 ALOR SETAR FEEDER(O),myBas,,,
SM DATO SYED OMAR Bus Stop,SM DATO SYED OMAR,K100 ALOR SETAR FEEDER(O),myBas,,,
MRTC Bus Stop,MRTC,K100 ALOR SETAR FEEDER(O),myBas,,,
TAMAN PKNK 2 Bus Stop,TAMAN PKNK 2,K100 ALOR SETAR FEEDER(O),myBas,,,
TAMAN PKNK Bus Stop,TAMAN PKNK,K100 ALOR SETAR FEEDER(O),myBas,,,
OPP STADIUM DARUL AMAN Bus Stop,OPP STADIUM DARUL AMAN,K100 ALOR SETAR FEEDER(O),myBas,,,
TAMAN YAKIN / TAMAN DARUL AMAN Bus Stop,TAMAN YAKIN / TAMAN DARUL AMAN,K100 ALOR SETAR FEEDER(O),myBas,,,
WISMA PKNK Bus Stop,WISMA PKNK,K100 ALOR SETAR FEEDER(O),myBas,,,
UKIR MALL Bus Stop,UKIR MALL,K100 ALOR SETAR FEEDER(O),myBas,,,
IPD KOTA SETAR Bus Stop,IPD KOTA SETAR,K100 ALOR SETAR FEEDER(O),myBas,,,
UTC ALOR SETAR Bus Stop,UTC ALOR SETAR,K100 ALOR SETAR FEEDER(O),myBas,,,
KTM ALOR SETAR Bus Stop,KTM ALOR SETAR,K100 ALOR SETAR FEEDER(O),myBas,,,
PEKAN RABU Bus Stop,PEKAN RABU,K100 ALOR SETAR FEEDER(O),myBas,,,
DATARAN ALOR SETAR Bus Stop,DATARAN ALOR SETAR,K100 ALOR SETAR FEEDER(O),myBas,,,
AMAN CENTRAL / MENARA ALOR SETAR Bus Stop,AMAN CENTRAL / MENARA ALOR SETAR,K100 ALOR SETAR FEEDER(O),myBas,,,
SK WAN SULAIMAN SIDDIQ Bus Stop,SK WAN SULAIMAN SIDDIQ,K100 ALOR SETAR FEEDER(O),myBas,,,
STAR VILLAGE Bus Stop,STAR VILLAGE,K100 ALOR SETAR FEEDER(O),myBas,,,
KG BERJAYA Bus Stop,KG BERJAYA,K100 ALOR SETAR FEEDER(O),myBas,,,
SEKOLAH TUNKU ABDUL RAHMAN Bus Stop,SEKOLAH TUNKU ABDUL RAHMAN,K100 ALOR SETAR FEEDER(O),myBas,,,
ASRAMA POLYTECH MARA Bus Stop,ASRAMA POLYTECH MARA,K100 ALOR SETAR FEEDER(O),myBas,,,
MASJID AL HASANAH Bus Stop,MASJID AL HASANAH,K100 ALOR SETAR FEEDER(O),myBas,,,
TAMAN RAKYAT MERGONG Bus Stop,TAMAN RAKYAT MERGONG,K100 ALOR SETAR FEEDER(O),myBas,,,
KG MEMPELAM Bus Stop,KG MEMPELAM,K100 ALOR SETAR FEEDER(O),myBas,,,
LOTUS MERGONG Bus Stop,LOTUS MERGONG,K100 ALOR SETAR FEEDER(O),myBas,,,
PLAZA PERABOT CLASSY GLORY Bus Stop,PLAZA PERABOT CLASSY GLORY,K100 ALOR SETAR FEEDER(O),myBas,,,
TAMAN SELAYANG Bus Stop,TAMAN SELAYANG,K100 ALOR SETAR FEEDER(O),myBas,,,
SEKOLAH MENENGAH KEBANGSAAN AGAMA KEDAH Bus Stop,SEKOLAH MENENGAH KEBANGSAAN AGAMA KEDAH,K100 ALOR SETAR FEEDER(O),myBas,,,
SHAHAB PERDANA Bus Stop,SHAHAB PERDANA,K100 ALOR SETAR FEEDER(O),myBas,,,
STESEN BAS SG PETANI Bus Stop,STESEN BAS SG PETANI,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
CENTRAL SQUARE Bus Stop,CENTRAL SQUARE,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
BAKAR ARANG Bus Stop,BAKAR ARANG,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
MASJID ABU BAKAR AS SIDDIQ Bus Stop,MASJID ABU BAKAR AS SIDDIQ,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SMK CHE TOM Bus Stop,SMK CHE TOM,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
LOTUS BAKAR ARANG Bus Stop,LOTUS BAKAR ARANG,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
KAWASAN PERINDUSTRIAN BAKAR ARANG Bus Stop,KAWASAN PERINDUSTRIAN BAKAR ARANG,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SANSHIN Bus Stop,SANSHIN,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
TAMAN SRI WANG Bus Stop,TAMAN SRI WANG,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SK SRI WANG Bus Stop,SK SRI WANG,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
TAMAN KELADI Bus Stop,TAMAN KELADI,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
MASJID TAMAN KELADI Bus Stop,MASJID TAMAN KELADI,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
TAMAN KELADI 2 Bus Stop,TAMAN KELADI 2,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SJK(T) TAMAN KELADI Bus Stop,SJK(T) TAMAN KELADI,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SIN MIN SECONDARY SCHOOL Bus Stop,SIN MIN SECONDARY SCHOOL,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
LEBUH PERDANA 1 Bus Stop,LEBUH PERDANA 1,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
LEBUH PERDANA 2 Bus Stop,LEBUH PERDANA 2,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SIMPANG BINTANG MAYA Bus Stop,SIMPANG BINTANG MAYA,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
BINTANG MAYA / BANDAR PERDANA Bus Stop,BINTANG MAYA / BANDAR PERDANA,SUNGAI PETANI - BANDAR PERDANA,myBas,,,
SHAHAB PERDANA Bus Stop,SHAHAB PERDANA,K100 ALOR SETAR FEEDER(I),myBas,,,
SEKOLAH MENENGAH KEBANGSAAN AGAMA KEDAH Bus Stop,SEKOLAH MENENGAH KEBANGSAAN AGAMA KEDAH,K100 ALOR SETAR FEEDER(I),myBas,,,
TAMAN SELAYANG Bus Stop,TAMAN SELAYANG,K100 ALOR SETAR FEEDER(I),myBas,,,
PLAZA PERABOT CLASSY GLORY Bus Stop,PLAZA PERABOT CLASSY GLORY,K100 ALOR SETAR FEEDER(I),myBas,,,
LOTUS MERGONG Bus Stop,LOTUS MERGONG,K100 ALOR SETAR FEEDER(I),myBas,,,
KG MEMPELAM Bus Stop,KG MEMPELAM,K100 ALOR SETAR FEEDER(I),myBas,,,
TAMAN RAKYAT MERGONG Bus Stop,TAMAN RAKYAT MERGONG,K100 ALOR SETAR FEEDER(I),myBas,,,
MASJID AL HASANAH Bus Stop,MASJID AL HASANAH,K100 ALOR SETAR FEEDER(I),myBas,,,
ASRAMA POLYTECH MARA Bus Stop,ASRAMA POLYTECH MARA,K100 ALOR SETAR FEEDER(I),myBas,,,
SEKOLAH TUNKU ABDUL RAHMAN Bus Stop,SEKOLAH TUNKU ABDUL RAHMAN,K100 ALOR SETAR FEEDER(I),myBas,,,
KG BERJAYA Bus Stop,KG BERJAYA,K100 ALOR SETAR FEEDER(I),myBas,,,
STAR VILLAGE Bus Stop,STAR VILLAGE,K100 ALOR SETAR FEEDER(I),myBas,,,
SK WAN SULAIMAN SIDDIQ Bus Stop,SK WAN SULAIMAN SIDDIQ,K100 ALOR SETAR FEEDER(I),myBas,,,
AMAN CENTRAL / MENARA ALOR SETAR Bus Stop,AMAN CENTRAL / MENARA ALOR SETAR,K100 ALOR SETAR FEEDER(I),myBas,,,
DATARAN ALOR SETAR Bus Stop,DATARAN ALOR SETAR,K100 ALOR SETAR FEEDER(I),myBas,,,
PEKAN RABU Bus Stop,PEKAN RABU,K100 ALOR SETAR FEEDER(I),myBas,,,
KTM ALOR SETAR Bus Stop,KTM ALOR SETAR,K100 ALOR SETAR FEEDER(I),myBas,,,
UTC ALOR SETAR Bus Stop,UTC ALOR SETAR,K100 ALOR SETAR FEEDER(I),myBas,,,
IPD KOTA SETAR Bus Stop,IPD KOTA SETAR,K100 ALOR SETAR FEEDER(I),myBas,,,
UKIR MALL Bus Stop,UKIR MALL,K100 ALOR SETAR FEEDER(I),myBas,,,
WISMA PKNK Bus Stop,WISMA PKNK,K100 ALOR SETAR FEEDER(I),myBas,,,
TAMAN YAKIN / TAMAN DARUL AMAN Bus Stop,TAMAN YAKIN / TAMAN DARUL AMAN,K100 ALOR SETAR FEEDER(I),myBas,,,
OPP STADIUM DARUL AMAN Bus Stop,OPP STADIUM DARUL AMAN,K100 ALOR SETAR FEEDER(I),myBas,,,
TAMAN PKNK Bus Stop,TAMAN PKNK,K100 ALOR SETAR FEEDER(I),myBas,,,
TAMAN PKNK 2 Bus Stop,TAMAN PKNK 2,K100 ALOR SETAR FEEDER(I),myBas,,,
MRTC Bus Stop,MRTC,K100 ALOR SETAR FEEDER(I),myBas,,,
SM DATO SYED OMAR Bus Stop,SM DATO SYED OMAR,K100 ALOR SETAR FEEDER(I),myBas,,,
SMK SULTANAH BAHIYAH Bus Stop,SMK SULTANAH BAHIYAH,K100 ALOR SETAR FEEDER(I),myBas,,,
PENJARA Bus Stop,PENJARA,K100 ALOR SETAR FEEDER(I),myBas,,,
WISMA DARUL AMAN Bus Stop,WISMA DARUL AMAN,K100 ALOR SETAR FEEDER(I),myBas,,,
KEDAH MEDICAL CENTRE Bus Stop,KEDAH MEDICAL CENTRE,K100 ALOR SETAR FEEDER(I),myBas,,,
